ID,Attraction,Location,City,Best time to visit,Type,Description,Rating,image_urls,Best hour to visit,Entry fee,Distance from Cairo (km)
230,Lake Qarun,"https://www.google.com/maps/search/?api=1&query=Lake+Qarun,+Fayoum",Fayoum,Late October to Early April,Natural ,"One of Egypt's largest lakes, famous for birdwatching, fishing, and stunning sunset views.",4.8,https://drive.google.com/uc?export=download&id=1IZBZLI9OKNV9HTr4zckU2aSNCIKfM_Y0;https://drive.google.com/uc?export=download&id=1eWr6SO3O9LGxYVC2rVKWX1eu4J9xsIIu;https://drive.google.com/uc?export=download&id=18YkRqQeNK7DMKE-5H7KzPQdaN0fIMZJI;https://drive.google.com/uc?export=download&id=1opep85FRbTTa-A72gtlefJcZsaq0t-20;https://drive.google.com/uc?export=download&id=1oE0_b7dmhwcOC3yqbskEE-AwI8L4Y78O;https://drive.google.com/uc?export=download&id=1VChRqj8a6PJXdZAQQMxx-6_n_PQsBsw2;https://drive.google.com/uc?export=download&id=1QfSehNkmZhYH7Ar1MmxGPgx3q77wlhki;https://drive.google.com/uc?export=download&id=1ej54xzJe8qSqLcUWffQi5STluA3-F4Wy;https://drive.google.com/uc?export=download&id=1lZ-g4jq2I1PERIfMWRfj0XfHiGkqOGEP;https://drive.google.com/uc?export=download&id=1e47KoJiToapXd5JzzqDsj0US2ZVerQp0;https://drive.google.com/uc?export=download&id=1x1N1OuaFrKnEOaXTj4YnxtGm9FlJkk27;https://drive.google.com/uc?export=download&id=1ciBQ854uTRGdHG58t8klnJVqKTNOX1Ll;https://drive.google.com/uc?export=download&id=1YnkcgCkSpM6lJGixLI5wnZZk9xvsG8Ar;https://drive.google.com/uc?export=download&id=1rJWdNzAXQYoVBX-uwmucgIb8o8iq-LuI;https://drive.google.com/uc?export=download&id=1BoXZKKeM4_2W2u-Abv4LWd-kLBh60C-Y;https://drive.google.com/uc?export=download&id=1nCR1ko-hq-VdpAxBVqTF56LMJA30ML84,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),0 EGP,100
231,Lake Qarun Fishing Spot,"https://www.google.com/maps/search/?api=1&query=Lake+Qarun+Fishing+Spot,+Fayoum",Fayoum,Late October to Early April,Fishing,"A designated area for fishing on Lake Qarun, known for its rich aquatic life.",4.9,https://drive.google.com/uc?export=download&id=1IZBZLI9OKNV9HTr4zckU2aSNCIKfM_Y0;https://drive.google.com/uc?export=download&id=1oE0_b7dmhwcOC3yqbskEE-AwI8L4Y78O;https://drive.google.com/uc?export=download&id=1VChRqj8a6PJXdZAQQMxx-6_n_PQsBsw2;https://drive.google.com/uc?export=download&id=1QfSehNkmZhYH7Ar1MmxGPgx3q77wlhki;https://drive.google.com/uc?export=download&id=1ej54xzJe8qSqLcUWffQi5STluA3-F4Wy,Morning (8 AM - 12 PM) orAfternoon (3 PM - 5 PM),"500 - 1,500EGP",100
232,Lake Qarun Island,"https://www.google.com/maps/search/?api=1&query=Lake+Qarun+Island,+Fayoum",Fayoum,Late October to Early April,Nature,"A small island within Lake Qarun, offering scenic boat trips and birdwatching opportunities.",3.7,https://drive.google.com/uc?export=download&id=1IZBZLI9OKNV9HTr4zckU2aSNCIKfM_Y0;https://drive.google.com/uc?export=download&id=1lZ-g4jq2I1PERIfMWRfj0XfHiGkqOGEP;https://drive.google.com/uc?export=download&id=1e47KoJiToapXd5JzzqDsj0US2ZVerQp0;https://drive.google.com/uc?export=download&id=1x1N1OuaFrKnEOaXTj4YnxtGm9FlJkk27;https://drive.google.com/uc?export=download&id=1ciBQ854uTRGdHG58t8klnJVqKTNOX1Ll,Morning (7 AM - 11 AM) or Late Afternoon (4 PM - Sunset),"600 - 1,500 EGP",100
233,Lake Qarun Kayaking,"https://www.google.com/maps/search/?api=1&query=Lake+Qarun+Kayaking,+Fayoum",Fayoum,Late October to Early April,Adventure/Nature ,A peaceful kayaking experience on the tranquil waters of Lake Qarun.,4.9,https://drive.google.com/uc?export=download&id=1IZBZLI9OKNV9HTr4zckU2aSNCIKfM_Y0;https://drive.google.com/uc?export=download&id=1YnkcgCkSpM6lJGixLI5wnZZk9xvsG8Ar;https://drive.google.com/uc?export=download&id=1rJWdNzAXQYoVBX-uwmucgIb8o8iq-LuI;https://drive.google.com/uc?export=download&id=1BoXZKKeM4_2W2u-Abv4LWd-kLBh60C-Y;https://drive.google.com/uc?export=download&id=1nCR1ko-hq-VdpAxBVqTF56LMJA30ML84,Early Morning (7:00 AM – 10:00 AM) orLate Afternoon (3:00 PM – Sunset),"500 - 1,500 EGP",100
234,Magic Desert Caverns,"https://www.google.com/maps/search/?api=1&query=Magic+Desert+Caverns,+Fayoum",Fayoum,Late October to Early April,Natural Wonder,"A series of mysterious caverns in the desert, known for their otherworldly rock formations.",4.2,https://drive.google.com/uc?export=download&id=1S1Pfb3yJ379y1eH8JOHQS0Lc6uAjz298;https://drive.google.com/uc?export=download&id=1BMDW1Br4TuXItIV_VhZ6uoUkfWLkyexC;https://drive.google.com/uc?export=download&id=1H5f4ZKPRMZuS92SJ48BBczf7rZ_S2VtC,Early morning hours (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),"Camping :1,500 - 3,500 EGP",100
235,Magic Lake,"https://www.google.com/maps/search/?api=1&query=Magic+Lake,+Fayoum",Fayoum,Late October to Early April,Nature,A picturesque lake that changes colors depending on the time of day and sunlight angle.,3.9,https://drive.google.com/uc?export=download&id=1gcm4vAUqc52e9I471dPppXR6Lbju-9-J;https://drive.google.com/uc?export=download&id=1QQl6nMEgy7wXuP2A37Gv8gcuimI_Gfwu;https://drive.google.com/uc?export=download&id=1OuCdsosPtPqNkakhqQch0fGbndTSUJLT;https://drive.google.com/uc?export=download&id=1lQVlfxpowFznHeEeMenByYAvXjaII0L7;https://drive.google.com/uc?export=download&id=1VxIYdRkzQ3Cyz7FlaWXYs3hg86UdDAHM;https://drive.google.com/uc?export=download&id=1JcqdRcMyAgDBUOAAkxZfTTl3djD6lvni;https://drive.google.com/uc?export=download&id=1K9YUOvylxdzC0O7TN5enPWKhuKcnHpOh;https://drive.google.com/uc?export=download&id=1YmQIdovNc1DQUzFKDBymZSzbuiOn3HMh;https://drive.google.com/uc?export=download&id=1_tFl2iOd-iEErvxD2r1XAehUMGRTZfiB;https://drive.google.com/uc?export=download&id=1jnaKxQkDJyo5RrCh5EWmKmqFUM4WEZSY;https://drive.google.com/uc?export=download&id=1j_zyZbQQPf6PfmlOJgGciqK7BBkrMyCS;https://drive.google.com/uc?export=download&id=1mkUL2iT7N8B-8SduP5lsa3OLqgJEYvvo,Early morning hours (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),50 - 150 EGP ,100
236,Magic Lack Camp ,"https://www.google.com/maps/search/?api=1&query=Magic+Sand+Valley,+Fayoum",Fayoum,Late October to Early April,desert eco-camp,A vast desert area with unique sand formations that appear to shift in the wind.,4.2,https://drive.google.com/uc?export=download&id=1gcm4vAUqc52e9I471dPppXR6Lbju-9-J;https://drive.google.com/uc?export=download&id=1VxIYdRkzQ3Cyz7FlaWXYs3hg86UdDAHM;https://drive.google.com/uc?export=download&id=1JcqdRcMyAgDBUOAAkxZfTTl3djD6lvni;https://drive.google.com/uc?export=download&id=1K9YUOvylxdzC0O7TN5enPWKhuKcnHpOh;https://drive.google.com/uc?export=download&id=1YmQIdovNc1DQUzFKDBymZSzbuiOn3HMh;https://drive.google.com/uc?export=download&id=1_tFl2iOd-iEErvxD2r1XAehUMGRTZfiB;https://drive.google.com/uc?export=download&id=1jnaKxQkDJyo5RrCh5EWmKmqFUM4WEZSY;https://drive.google.com/uc?export=download&id=1j_zyZbQQPf6PfmlOJgGciqK7BBkrMyCS;https://drive.google.com/uc?export=download&id=1mkUL2iT7N8B-8SduP5lsa3OLqgJEYvvo,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"1,200 - 3,500 EGP",100
237,Medinet Madi,"https://www.google.com/maps/search/?api=1&query=Medinet+Madi,+Fayoum",Fayoum,Late October to Early April,Historical,"A well-preserved ancient temple complex dedicated to Sobek, the crocodile god, dating back to the Middle Kingdom.",5,https://drive.google.com/uc?export=download&id=1mXAMnSJiwSdoNVu74loj39X5zxrSCz45;https://drive.google.com/uc?export=download&id=1wOQ8HY0ANGJz_K920C0aE8U3-4eMDJ9X;https://drive.google.com/uc?export=download&id=1KmNGu_O-ST3BKoi4WCFu_UtgaFwxabXX;https://drive.google.com/uc?export=download&id=13-Mlrhe1Ldf6NuVowyZeJosy6GNXUQby;https://drive.google.com/uc?export=download&id=1ePpWa_sQEIElDxJgo5dphM55ElBC6zS1,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"600 - 1,800 EGP",100
238,Palm Grove Oasis,"https://www.google.com/maps/search/?api=1&query=Palm+Grove+Oasis,+Fayoum",Fayoum,Late October to Early April,Natural,"A lush oasis filled with date palm trees, providing a refreshing retreat in the desert.",4.5,https://drive.google.com/uc?export=download&id=1DPKN7svt-z8IYjOD_Ydg91MO6ljYQyjv;https://drive.google.com/uc?export=download&id=1uAoE3elOQLS8RJXWDQhWOccy5TbJn7cg;https://drive.google.com/uc?export=download&id=1ff9cK-Bg0I3q5ETBaRu-JPMdeqCv7qrb;https://drive.google.com/uc?export=download&id=1nbjeGnIijJOliNshdfvHiaBljc_TcZ1A,Early morning hours (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),0 EGP,100
239,Pharaonic Carvings,"https://www.google.com/maps/search/?api=1&query=Pharaonic+Carvings,+Fayoum",Fayoum,Late October to Early April,Historical,Ancient rock carvings and inscriptions depicting life and rituals from the Pharaonic era.,3.9,https://drive.google.com/uc?export=download&id=1ZzijkjalR6t5buQJWw7nCVrkYubp-nWv;https://drive.google.com/uc?export=download&id=1VEErjCV-NZezCw5t7n13or-zX3WxEqw8;https://drive.google.com/uc?export=download&id=1scoNZ8b4OVqzMERJhqdBZ75-G-b_tNJ_;https://drive.google.com/uc?export=download&id=18aEuKDWTjMMKA3ObrsN52Ojj3PpJUbHm,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"500 - 1,500 EGP",100
240,Qarun Palace,"https://www.google.com/maps/search/?api=1&query=Qarun+Palace,+Fayoum",Fayoum,Late October to Early April,Historical Landmark,"A historic palace with legends tied to Pharaoh Qarun, believed to be buried under the sands.",3.7,https://drive.google.com/uc?export=download&id=150qd1dDeyXAx3G9nPmrwHiwlt1QoJNyE;https://drive.google.com/uc?export=download&id=1bdX2w_fnD2RCsM8ceMAEnpPlfZ8xaVWG;https://drive.google.com/uc?export=download&id=1bxlNQPWr2ayFA9Ny5YDIpnWWWxspzY4Z;https://drive.google.com/uc?export=download&id=12NvHZk8o6jXbEJxzn4Gc9htbusg9fhqd,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),200 EGP ,100
241,Qasr El Sagha,"https://www.google.com/maps/search/?api=1&query=Qasr+El+Sagha,+Fayoum",Fayoum,Late October to Early April,Historical,"A mysterious ancient temple with an unusual architectural style, still debated by historians.",3.7,https://drive.google.com/uc?export=download&id=1ZZrguvN2QGK0j6w_dPI1YL__wdlOe3XK;https://drive.google.com/uc?export=download&id=1NKr_QV_yQlIdoLI3aRV-8UHvqDmdDj4D;https://drive.google.com/uc?export=download&id=1WMw-JmdxXuoNT8UFViwmyzZYPyOuNv6A,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),50 - 150 EGP,100
242,Waterwheels,"https://www.google.com/maps/search/?api=1&query=Roman+Waterwheels,+Fayoum",Fayoum,Late October to Early April,Historical,Ancient waterwheels still used in some areas to irrigate Fayoum agricultural lands.,4.5,https://drive.google.com/uc?export=download&id=10PVKngmDibB35EG145FwKklldMiWaHaw;https://drive.google.com/uc?export=download&id=1LqPBQEb4c8FuleK_Hpvo-MxN5feZerIk;https://drive.google.com/uc?export=download&id=16Z0F-ak6LOxiGuCHlpzgJyHbYmO-7qjz,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"500 - 1,500 EGP",100
243,The Fayoum Date Oasis,"https://www.google.com/maps/search/?api=1&query=The+Fayoum+Date+Oasis,+Fayoum",Fayoum,Late October to Early April,Nature,"A vast plantation of date palms, supplying some of the finest dates in Egypt.",3.9,https://drive.google.com/uc?export=download&id=1mMOWUHtlELv8zsO5gbCRjSrf5m9QangM;https://drive.google.com/uc?export=download&id=1AQ_Ha4A2JQMAtE54EaFuGXcdSPma6-up;https://drive.google.com/uc?export=download&id=1PgHoM6YW_6nOBstvMUSgfjO41r-Gs5Xn;https://drive.google.com/uc?export=download&id=11tQxYJ_LHmOTWfF302-FKQuj0cCuCYHh,Early morning hours (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),"500 - 1,500 EGP",100
244,The Nomad Fire Circle,"https://www.google.com/maps/search/?api=1&query=The+Nomad+Fire+Circle,+Fayoum",Fayoum,Late October to Early April,cultural ,A traditional Bedouin gathering spot where travelers share stories around a fire.,4.3,https://drive.google.com/uc?export=download&id=1laCqM-kMy7lltHAlCzuAKUpXuMYJanK8;https://drive.google.com/uc?export=download&id=10PLE-Lb-swDkjfUYZyjNdqXebgWvZafH;https://drive.google.com/uc?export=download&id=1j2EM0BxQbz48YS4SwiLa5saIJPhbLqEv,Late Afternoon to Evening (4:00 PM – 9:00 PM),"Camping Overnight:1,500 - 4,000 EGP",100
245,The Petrified Forest,"https://www.google.com/maps/search/?api=1&query=The+Petrified+Forest,+Fayoum",Fayoum,Late October to Early April, natural,"A prehistoric forest turned into stone, with fossilized trees dating back millions of years.",3.9,https://drive.google.com/uc?export=download&id=1CTGaumTHPXrsx3g7vDP1fxyML_H6YUmG;https://drive.google.com/uc?export=download&id=1wjBVn9r1aQAOxJxDzS0__lipvefG8XmP;https://drive.google.com/uc?export=download&id=1gzDXbD0TfIoXMOyEMdlF-Ks6l_d8_wFj;https://drive.google.com/uc?export=download&id=1KwCI57ElqZmbvZut0uaTwpLX8ISIe4qo,Early morning hours (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),100 - 200 EGP,100
246,The Starry Desert Plateau,"https://www.google.com/maps/search/?api=1&query=The+Starry+Desert+Plateau,+Fayoum",Fayoum,Late October to Early April,desert exploration,A desert plateau offering unobstructed stargazing opportunities.,3.6,https://drive.google.com/uc?export=download&id=1T_D0zaghOuqOtUoIbnqxHiblzHc4dWab;https://drive.google.com/uc?export=download&id=1AmjngFbZyGOCMGHwPrxlAAsC53ZfNxJd;https://drive.google.com/uc?export=download&id=1gCHXJiSXBoBDnJ_ZKoV6LZ4CHXpfySgV;https://drive.google.com/uc?export=download&id=1lx4xrktMG3LlJhGn0VoXvh0TwG-vnCyc,Evening to Midnight (After Sunset – 12:00 AM),"800 - 2,500 EGP",100
247,Tunis Village,"https://www.google.com/maps/search/?api=1&query=Tunis+Village,+Fayoum",Fayoum,Late October to Early April,Cultural,A charming artisan village known for its handmade pottery and cultural heritage.,3.7,https://drive.google.com/uc?export=download&id=1OI45qNwiOAIQiqtKPnxLwdDCiSXqGFRb;https://drive.google.com/uc?export=download&id=1FVSb6wNj5BecABMgyNafsfMvQqNd1dhY;https://drive.google.com/uc?export=download&id=1x5EZ6HQD0eWtFcrbryTUPETosVt6kWZw;https://drive.google.com/uc?export=download&id=1Y7wOZLauFeSagbDLZDrDlqHz1P7bVWO4;https://drive.google.com/uc?export=download&id=1x5-6vHOkd2SME1HV9Kepbewyr3glF0u4;https://drive.google.com/uc?export=download&id=1aacldoAX3dlGyg5cz0CLGuaBjs45kbii;https://drive.google.com/uc?export=download&id=1PqlP_-dAckKuJiqe_M2BQab58hMa3ouz,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),"800 - 2,000 EGP",100
248,Wadi Al-Hitan (Valley of Whales),"https://www.google.com/maps/search/?api=1&query=Wadi+Al-Hitan+(Valley+of+Whales),+Fayoum",Fayoum,Late October to Early April,Natural,"A UNESCO World Heritage Site featuring fossilized whale remains, offering insight into prehistoric marine life.",3.9,https://drive.google.com/uc?export=download&id=1eAuFl1vq4EbSpoJLHz2OhnDytvdGulZA;https://drive.google.com/uc?export=download&id=1hlaDQ7ohb7q3djJjEFOhO6Fu4ZZf1ILU;https://drive.google.com/uc?export=download&id=14c0eS3iMGulk_XZE_Y8JVBuZVxcHiB5l;https://drive.google.com/uc?export=download&id=1STdvrDbdPMqNHYWsQgyuAJ7QLBM3GI04;https://drive.google.com/uc?export=download&id=1uMFrcV2Y0kDSlaFtLHITSgf5-gHVvi1v;https://drive.google.com/uc?export=download&id=1hIGeY78ZdyPlRwOROxyqEEFqTD03PXiX;https://drive.google.com/uc?export=download&id=1wXzFNdcOUNfBvQKDnbHWj9yqdF-kh3oW,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),50 - 200 EGP,100
249,Wadi El Hitan Museum,"https://www.google.com/maps/search/?api=1&query=Wadi+El+Hitan+Museum,+Fayoum",Fayoum,Late October to Early April,Cultural,A museum displaying fossils and marine life history from Wadi Al-Hitan.,4,https://drive.google.com/uc?export=download&id=1rjKE62AxqGmV99UCiqHLTnbzNWa_8p0_;https://drive.google.com/uc?export=download&id=1bHRGEEsSp3czP0qmO7iMpng-uYBbv_Vk;https://drive.google.com/uc?export=download&id=1jA6YiV7qaLT2Z6E3kRJJT9nPPrMQvbrN;https://drive.google.com/uc?export=download&id=1Fi_dN2SsW9Be5I6DstSvjBxHyfMb99Js;https://drive.google.com/uc?export=download&id=1wqz5rmMfdnyMCXqzItbCeSB5XumblCDU;https://drive.google.com/uc?export=download&id=1I2FES8wO62gl5yVpnbsgfYyX0ShcQn4-;https://drive.google.com/uc?export=download&id=1R01Tgcrgo2bGqY2n0lwy7UL7KzlPY5HV,Morning (9 AM - 12 PM) or Late Afternoon (4 PM - 7 PM),50 - 150 EGP,100
250,Wadi El Rayan,"https://www.google.com/maps/search/?api=1&query=Wadi+El+Rayan,+Fayoum",Fayoum,Late October to Early April,natural reserve,"A nature reserve featuring stunning waterfalls, wildlife, and sand dunes.",4.5,https://drive.google.com/uc?export=download&id=1ytf_F-LzIMg-5lnrMM8pMxFecZhkP3nP;https://drive.google.com/uc?export=download&id=1nrqSgPhQwYy44Iyj54YRzr6e-WJvuQNV;https://drive.google.com/uc?export=download&id=1clxVkLyH78K0ApIcyWoekUu6NkTctHyI;https://drive.google.com/uc?export=download&id=1BkL9eufCCC4k3bmewinCZr3f0lRWaYkH;https://drive.google.com/uc?export=download&id=1A5vmKEcMZwrlXPD3-KV7MylFUO0jABnl;https://drive.google.com/uc?export=download&id=1ZVWdn5yWoMRUE5oeT2OsviVGB0TaycIR,early morning (7:00 AM – 10:00 AM) or late afternoon (3:00 PM – sunset),300 EGP,100
251,Abu Haggag Mosque,"https://www.google.com/maps/search/?api=1&query=Abu+Haggag+Mosque,+Luxor",Luxor,October to April,Historical,"A historic mosque built over ancient ruins inside Luxor Temple, showcasing a blend of Islamic and Pharaonic heritage.",3.9,https://drive.google.com/uc?export=download&id=1NgUSYtMhuqqaJoW5kddMdsFfZMepv_kd;https://drive.google.com/uc?export=download&id=1dhl0pVFJhLvpSt7Dez-RnN8Keq8JIqBc;https://drive.google.com/uc?export=download&id=1lfax-pfBRC6MPN0IgmIe1xelyU22FQK7;https://drive.google.com/uc?export=download&id=1iYzgE4GT3u_m4g3-BZ_oRjFVci94RinC,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),0 EGP,650
252,Alabaster Workshop,"https://www.google.com/maps/search/?api=1&query=Alabaster+Workshop,+Luxor",Luxor,October to April,Cultural,"A traditional workshop where artisans craft statues and artifacts from alabaster, a signature craft of Luxor.",3.7,https://drive.google.com/uc?export=download&id=1BEM8OMX__NfNZTdqqMlZJhWnkHwOIqOD;https://drive.google.com/uc?export=download&id=1msohmqLfgklJ6GdEHVAQlzu8n1FsBxOf;https://drive.google.com/uc?export=download&id=1GXY0KE_-JZjEesOEPRF0mgaZ92Z-r176,Morning (8 AM - 12 PM) ,0 EGP,650
253,Amun-Re Sacred Lake,"https://www.google.com/maps/search/?api=1&query=Amun-Re+Sacred+Lake,+Luxor",Luxor,October to April,Historical,"A vast artificial lake within the Karnak Temple complex, used in ancient religious rituals.",3.7,https://drive.google.com/uc?export=download&id=1ygfFrFdIi6tep5iDaf1iueR0QqoHaUdc;https://drive.google.com/uc?export=download&id=1I-4kWDb7Bwk-8qqMm5A5ZttVot91Q_Qz;https://drive.google.com/uc?export=download&id=1CLTSC2_2F7UQYCuY8EtOr0FC04Uqk5eG;https://drive.google.com/uc?export=download&id=13YvqW7Jg4pYImMtUOO9ZYCo9CI51LzST,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),EGP 450,650
254,Amunhotep III's Solar Court,"https://www.google.com/maps/search/?api=1&query=Amunhotep+III's+Solar+Court,+Luxor",Luxor,October to April,Historical,"A grand courtyard in Luxor Temple, known for its massive columns and intricate carvings.",3.9,https://drive.google.com/uc?export=download&id=1peXrMW6t4UkSMoI-pVgS9wV7J6kxSO_S;https://drive.google.com/uc?export=download&id=10Fe82GqQPveXUsoLv7JYtbuPa-rtDBoW;https://drive.google.com/uc?export=download&id=108A86f-1tPQiPQI1-7wv7fZ_DVWInQ7V;https://drive.google.com/uc?export=download&id=1C0gGFaPJoPvjdTgWmCZ66GSXkhNduqbG,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM),EGP 160,650
255,Avenue of Sphinxes,"https://www.google.com/maps/search/?api=1&query=Avenue+of+Sphinxes,+Luxor",Luxor,October to April,Historical,"A 2.7-km-long processional road lined with sphinx statues, connecting Karnak and Luxor temples.",3.7,https://drive.google.com/uc?export=download&id=14mwWAPw_b9uzyDkj3clPI-Dct6uVq3kI;https://drive.google.com/uc?export=download&id=1_by5I_KDdUMc5XZzBfJWt7S4YyzKbx_P;https://drive.google.com/uc?export=download&id=1QF_flUGK-8fZMFI063GBBtMDTMyTCkOx;https://drive.google.com/uc?export=download&id=13DyNtS2pUip24zRqitHkppt5xsv3knYF;https://drive.google.com/uc?export=download&id=15xtEJthKkej04MNDuvppEiPlHsatCYUe;https://drive.google.com/uc?export=download&id=1ASQvckrv4NvQOOnm5zdkDySxldEmHZhJ,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM), Included in the Karnak Temple ticket.,650
256,Avenue of the Ram-Headed Sphinxes,"https://www.google.com/maps/search/?api=1&query=Avenue+of+the+Ram-Headed+Sphinxes,+Luxor",Luxor,October to April,Historical,"A section of the Avenue of Sphinxes where the statues depict rams, symbolizing Amun-Ra.",3.8,https://drive.google.com/uc?export=download&id=1t1o2patcsvqI2hxejnt2-H9SwQ6Sm8bf;https://drive.google.com/uc?export=download&id=1NFRYUVqh8GE6ICzzOd1H24aQczqR-sxX;https://drive.google.com/uc?export=download&id=1I4wWcyF8xtu7cJstENecIUYbdqx0eRA0;https://drive.google.com/uc?export=download&id=1U6TSEzE7Wy1V77pJjP5AufLBW4Bf8Gc0,Morning (8 AM - 12 PM) or Evening (5 PM - 8 PM), Included in the Karnak Temple ticket.,650
257,Balloon Takeoff Site,"https://www.google.com/maps/search/?api=1&query=Balloon+Takeoff+Site,+Luxor",Luxor,October to April,Adventure Tourism,The departure point for breathtaking hot air balloon rides over Luxor temples and the Nile.,3.9,https://drive.google.com/uc?export=download&id=1SIsrW_PYFaOCWaU454NQe4lmGAlhKT-f;https://drive.google.com/uc?export=download&id=1tmVuukZqZcLtlTBsEzvUZ6Q1iv9MPZn9;https://drive.google.com/uc?export=download&id=1GVyp5IcCquE93pFBQ2coUgHDzZGpLY8m;https://drive.google.com/uc?export=download&id=1yzo_SkWCTZlu3YhvCk3Ldv8RNoodbS7f;https://drive.google.com/uc?export=download&id=121GraGWQqaXPZfhqgPrPzIWwYdu38hkq;https://drive.google.com/uc?export=download&id=1gDJ2nd0oQPMgNVhtW_c1zCwdqrXl5suQ,Sunrise between( 4:30 AM and 5:30 AM),3000EGP,650
